resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5,Best_S6A,Best_S6,Best_S6B,S7,L6,I3,S8,P1,L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,EntrantID,TeamID,DriverID,Best_T5_SPD,T5_SPD,Best_T3_SPD,T3_SPD,time_stamp,BestSpeed,LastSpeed,AverageSpeed,NTBestSpeed
19,0,1,10,0.6107,0.0546,10,20,1:01.6632,14,10:43.2648,16,39:37.8667,Active,True,0,0,16,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",9,0,0,P,1,15,1:01.5652,8.5564,10.2080,12.7683,4.2093,287.3450,297.9810,2.9055,28.4568,60.1692,10.6087,6.0645,4.0818,69.6819,60.7152,6.4596,,4.5337,12.9301,8.3519,3.7508,10.3862,20.3161,6.6119,,4.8969,9.9086,4.9922,"",10.9131,"","",571.0670,581.7070,"","","",10.6409,"",4.5298,"","",8.1403,,5.9085,15.5970,9.6885,4.2595,11.4370,22.3772,7.1775,,5.7779,10.9402,5.1623,20,3,2020,157.131,141.922,157.131,122.850,2022-02-25T21:19:42.652087Z,105.087,10.074,43.602,105.254
11,0,0,11,0.6186,0.0079,11,12,1:01.6711,13,1:03.0541,16,35:09.1606,Active,True,0,0,16,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",11,0,0,P,2,13,1:01.8708,8.5732,9.7457,12.8084,4.2151,218.3250,229.0030,2.9043,28.5214,58.9088,10.6024,6.1545,4.1221,74.7256,60.0348,6.4696,,4.6836,12.9513,8.2599,3.7205,10.3861,20.2602,6.6393,,4.9069,9.8741,4.9636,8.5924,9.7457,"","",218.3250,229.0030,"","","",10.6781,"",4.1221,"","",7.2899,,5.3711,14.1274,8.7563,3.8850,"","","","","","","",12,2,954,157.161,,157.646,142.342,2022-02-25T21:19:42.652087Z,105.074,102.769,49.157,104.734
5,0,7,12,0.6742,0.0556,12,6,1:01.7267,8,1:02.5822,9,32:06.9619,In Pit,False,0,0,9,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",11,0,0,P,3,8,1:02.0051,8.5939,10.2559,12.8407,4.2268,213.9540,224.4990,2.9156,28.5083,59.8456,10.5450,6.0591,4.3028,83.8440,61.4435,6.4439,,4.6596,13.0799,8.3787,3.7375,10.4352,20.3777,6.6623,,4.9393,9.9425,5.0012,"","","","","","","","","","","","","","","","","","","","","","","","","","","",6,24,963,156.500,,158.164,,2022-02-25T21:19:42.652087Z,104.979,103.544,30.265,104.508
8,0,7,13,0.6742,0.0000,13,9,1:01.7267,11,1:03.6353,13,36:45.2866,In Pit,False,0,0,13,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",13,0,0,P,0,0,-0.0001,8.4532,10.1173,12.6814,4.2089,13.4134,369.5060,2.9090,28.4537,59.1883,356.0930,6.0688,4.2151,316.1170,63.7250,6.5054,,4.5248,12.9431,8.4047,3.7324,10.4259,20.4469,6.6830,,4.9918,10.0073,4.9845,"","","","","","","","","","","","","","","","","","","","","","","","","","","",9,25,2018,156.650,,156.171,,2022-02-25T21:19:42.652087Z,104.979,101.830,38.199,
14,0,1,14,0.6937,0.0195,14,15,1:01.7462,12,2:38.1099,14,39:33.1451,Active,True,0,0,14,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",14,0,0,P,8,3,1:07.1696,8.5230,10.3712,12.7464,4.2053,87.5199,98.1043,2.9030,28.5601,59.4028,10.5844,6.1132,4.4156,61.7353,62.1450,6.4878,,4.5772,13.0499,8.4484,3.7349,10.4243,20.4306,6.6778,,4.9842,9.9742,4.9900,"",10.3712,"","",87.5199,98.1043,"","","",10.5844,"",4.4156,"","",8.2284,,5.7156,15.0012,9.2856,4.2479,11.3265,21.9892,7.0786,,5.5459,10.6627,5.1168,15,139,580,156.980,145.042,157.859,127.921,2022-02-25T21:19:42.652087Z,104.946,40.984,38.228,96.472
0,0,7,15,0.7049,0.0112,15,1,1:01.7574,7,1:08.2689,13,37:39.3558,In Pit,False,0,0,13,Red,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",15,0,0,P,0,0,-0.0001,8.4919,10.0184,12.7248,4.2244,13.4242,354.8660,2.9198,28.5322,59.0122,341.4420,6.0546,3.9563,382.4220,60.9225,6.4854,,4.5440,12.9873,8.4433,3.6979,10.3504,20.4616,6.6525,,5.0781,10.0792,5.0011,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,156.710,,156.800,,2022-02-25T21:19:42.652087Z,104.927,94.919,37.285,
23,0,7,16,0.7092,0.0043,16,24,1:01.7617,13,1:01.7617,13,36:09.0940,In Pit,False,0,0,13,Red,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",18,0,0,P,0,0,-0.0001,8.4725,11.1412,12.6851,4.2126,385.7290,396.4700,2.9100,28.5953,60.1625,10.7410,6.0046,3.9955,72.2802,61.1000,6.4564,,4.6132,13.0765,8.4047,3.7569,10.4400,20.3997,6.6675,,4.9007,9.8959,4.9873,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,157.282,,158.011,,2022-02-25T21:19:42.652087Z,104.919,104.919,38.836,
7,0,7,17,0.7222,0.0130,17,8,1:01.7747,7,1:07.4464,13,37:50.9783,In Pit,False,0,0,13,Red,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",17,0,0,P,0,0,-0.0001,8.5541,10.0160,12.8077,4.2200,13.3360,183.0250,2.9235,28.5178,59.5185,169.6500,6.1349,4.0979,187.4940,59.1817,6.4818,,4.5622,12.9662,8.3793,3.7507,10.4090,20.4492,6.6364,,5.0096,10.0099,5.0003,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,157.041,,156.920,,2022-02-25T21:19:42.652087Z,104.897,96.076,37.094,
6,0,7,18,0.7234,0.0012,18,7,1:01.7759,14,1:01.7759,14,36:17.5838,In Pit,False,0,0,14,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",20,0,0,P,0,0,-0.0001,8.4808,10.0764,12.7290,4.2320,13.4511,493.2510,2.9108,28.5818,59.1190,479.8000,6.1508,5.9763,82.4883,67.4757,6.4375,,4.6363,13.0464,8.4035,3.7678,10.4396,20.3554,6.6379,,4.9409,9.9071,4.9662,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,157.131,,157.131,,2022-02-25T21:19:42.652087Z,104.895,104.895,41.661,
3,0,7,19,0.7772,0.0538,19,4,1:01.8297,6,1:06.6270,10,37:27.5511,In Pit,False,0,0,10,Red,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",19,0,0,P,0,0,-0.0001,8.5861,10.7315,12.8177,4.2149,13.4132,548.9020,2.9103,28.5430,59.7435,535.3920,6.1723,4.2155,252.0230,61.5107,6.4277,,4.6361,13.0128,8.3643,3.7298,10.3933,20.3767,6.6635,,4.9906,9.9834,4.9701,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,157.071,,158.164,,2022-02-25T21:19:42.652087Z,104.804,97.258,28.831,
15,0,7,20,0.8100,0.0328,20,16,1:01.8625,7,1:01.9849,13,35:20.7532,In Pit,False,0,0,13,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",19,0,0,P,0,0,-0.0001,8.5504,10.1054,12.7508,4.1860,13.3953,315.2860,2.8974,28.5246,59.2931,301.8910,6.1404,4.2898,81.8938,59.9726,6.3957,,4.5764,13.0586,8.4699,3.7665,10.3666,20.3580,6.5751,,5.0050,9.9734,4.9684,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,157.798,,158.470,,2022-02-25T21:19:42.652087Z,104.748,104.542,39.722,
2,0,0,21,1.1923,0.3823,21,3,1:02.2448,12,1:03.4330,17,36:39.4030,Active,True,0,0,17,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",21,0,0,P,0,0,-0.0001,8.6787,10.4909,12.8845,4.2029,140.2220,150.7940,2.8972,28.7585,60.3999,10.5715,6.2028,4.1191,79.6896,62.5706,6.5472,,4.5575,13.0795,8.4923,3.7619,10.3942,20.5557,6.6323,,5.0653,10.0915,5.0146,8.7332,10.9939,"","",140.2220,150.7940,"","","",10.5715,"",4.1191,"","",8.4142,,6.7318,"","","","","","","","","","",3,2,719,157.707,,157.011,107.954,2022-02-25T21:19:42.652087Z,104.105,102.155,50.086,
25,0,0,22,1.3522,0.1599,22,26,1:02.4047,15,1:03.0167,18,37:08.3251,Active,True,0,0,18,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",22,0,0,P,0,0,-0.0001,8.6739,9.9119,12.9266,4.2265,81.4237,92.0294,2.9171,28.8319,59.3294,10.5947,6.1426,3.8922,84.1733,60.6478,6.5154,,4.6898,13.1293,8.3944,3.7813,10.4603,20.5824,6.6720,,5.0298,10.0187,4.9889,8.6739,10.6055,"","",81.4237,92.0294,"","","",10.6057,"",3.8922,"","",7.2338,,5.7838,14.7946,9.0108,4.0833,12.0997,"",8.0164,,7.3973,"","",26,146,2072,156.800,87.590,156.920,133.081,2022-02-25T21:19:42.652087Z,103.838,102.830,52.344,
22,0,7,23,1.3721,0.0199,23,23,1:02.4246,8,1:57.5471,13,37:10.6932,In Pit,False,0,0,13,Red,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",23,0,0,P,0,0,-0.0001,8.7132,11.1733,12.9415,4.2153,187.0900,197.6740,2.9060,28.7754,60.5730,10.5635,6.1528,5.4756,67.2128,66.8158,6.5120,,4.5131,13.1190,8.5123,3.8907,10.5606,20.6243,6.6699,,4.9752,10.0202,5.0450,"","","","","","","","","","","","","","","","","","","","","","","","","","","",23,25,2031,156.231,,156.201,,2022-02-25T21:19:42.652087Z,103.805,55.127,37.764,
20,0,7,24,1.4721,0.1000,24,21,1:02.5246,9,1:03.3212,17,36:06.7279,In Pit,False,0,0,17,Green,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",24,0,0,P,5,5,1:03.3612,8.6266,10.2331,12.8797,4.2338,13.5448,192.2340,2.9198,28.8634,60.5047,175.6940,6.2358,4.3775,71.4333,63.8453,6.5936,,4.5860,13.0370,8.4134,3.6924,10.3766,20.6467,6.6805,,5.1363,10.1829,5.0466,"","","","","","","","","","","","","","","","","","","","","","","","","","","",21,21,2071,156.380,,156.470,,2022-02-25T21:19:42.652087Z,103.639,102.335,50.842,102.271
13,0,0,25,1.4998,0.0277,25,14,1:02.5523,13,1:06.5113,16,37:20.0161,Active,True,0,0,16,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",25,0,0,P,0,0,-0.0001,8.6957,10.3553,12.9356,4.2263,101.4370,112.5820,2.9240,28.8584,59.9818,10.5675,6.1769,4.3075,84.5208,64.5120,6.5225,,4.6680,13.1685,8.5005,3.8136,10.4611,20.4578,6.6390,,5.0344,9.9967,4.9583,8.8119,11.6127,"","",101.4370,112.5820,"","","",11.1449,"",4.9583,"","",8.1859,,"","","","","","","","","","","",14,129,1014,157.011,,156.800,107.585,2022-02-25T21:19:42.652087Z,103.593,97.427,46.285,
9,0,0,26,3.5315,2.0317,26,10,1:04.5840,13,1:16.6510,16,37:50.2113,Active,True,0,0,16,Green,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",26,0,0,P,6,14,1:04.5755,8.9080,11.0404,13.1681,4.2428,50.4245,61.0120,2.9716,30.0101,62.5661,10.5844,6.4455,4.4831,75.6237,65.4588,6.8410,,4.7746,13.6376,8.6468,4.0069,10.7559,21.3966,6.7240,,5.2795,10.6307,5.2620,9.2612,12.3204,"","",50.4245,61.0120,"","","",10.5875,"",4.4831,"","",7.7033,,5.8486,15.8038,9.9552,4.3415,"","","","","","","",10,1,596,155.874,,152.845,131.710,2022-02-25T21:19:42.652087Z,100.334,84.539,45.670,100.348
18,0,7,1,0.0000,0.0000,1,19,1:01.0525,5,1:05.9291,11,36:37.6827,In Pit,False,0,0,11,Red,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,0,0,-0.0001,8.4354,9.6885,12.6255,4.1880,494.1170,504.6970,2.8880,28.1770,62.3848,10.5800,6.0124,4.4202,83.2909,63.5097,6.4225,,4.5524,12.8249,8.2493,3.7348,10.2806,20.2500,6.5458,,5.0195,9.9694,4.9389,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,158.317,,158.963,,2022-02-25T21:20:18.464080Z,106.138,98.287,32.434,
16,0,1,2,0.1042,0.1042,2,17,1:01.1567,8,4:45.7134,14,40:11.6043,Active,True,0,0,14,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",2,0,0,P,4,3,1:02.6900,8.4816,9.9495,12.6793,4.1817,13.3838,219.4980,2.9086,28.2589,58.2261,206.0640,6.0790,3.9848,310.5290,61.4858,6.3884,,4.4904,12.7878,8.2723,3.6969,10.2880,20.0177,6.5854,,4.7989,9.7148,4.9159,"",10.6522,"","",13.4338,219.4980,"","","",206.0640,"",6.3716,"","",11.0455,,6.6253,16.4708,9.8455,4.1999,11.0258,21.6756,6.8259,,5.5314,10.6498,5.1184,17,3,879,158.348,144.428,157.433,102.916,2022-02-25T21:20:18.464080Z,105.957,22.680,37.618,103.366
10,0,7,3,0.1757,0.0715,3,11,1:01.2282,8,1:02.0401,14,36:49.4930,In Pit,False,0,0,14,Red,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",3,0,0,P,0,0,-0.0001,8.4945,9.6153,12.6845,4.1900,13.4255,355.6890,2.9015,28.1862,58.8162,342.2440,6.0192,4.3402,82.7196,63.8807,6.4117,,4.4938,12.7661,8.2694,3.7072,10.3701,20.3376,6.6574,,4.9991,9.9675,4.9684,"","","","","","","","","","","","","","","","","","","","","","","","","","","",11,12,461,158.133,,158.994,,2022-02-25T21:20:18.464080Z,105.834,104.449,41.059,
24,0,7,4,0.2724,0.0967,4,25,1:01.3249,12,1:01.5041,13,34:50.0135,In Pit,False,0,0,13,Red,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",4,0,0,P,7,2,1:06.3678,8.4979,9.7901,12.6917,4.1938,13.6495,399.8110,2.8952,28.3072,58.5256,386.1620,6.0359,3.8904,84.7330,61.0877,6.4683,,4.5104,12.9058,8.3931,3.7618,10.3776,20.2778,6.6147,,4.8778,9.8208,4.9430,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,157.981,,157.737,,2022-02-25T21:20:18.464080Z,105.667,105.359,40.306,97.638
12,0,7,5,0.3158,0.0434,5,13,1:01.3683,6,1:02.4188,9,33:53.7781,In Pit,False,0,0,9,Red,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",4,0,0,P,0,0,-0.0001,8.5073,10.4680,12.7039,4.1913,13.4310,323.0440,2.9078,28.3619,59.1226,309.5820,6.1266,4.4975,82.5785,60.3536,6.4943,,4.4875,12.8225,8.3350,3.6760,10.3117,20.2927,6.6357,,4.9945,9.9810,4.9802,"","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,157.312,,157.343,,2022-02-25T21:20:18.464080Z,105.592,103.815,28.676,
17,0,7,6,0.4045,0.0887,6,18,1:01.4570,8,1:02.4772,13,36:47.9910,In Pit,False,0,0,13,Red,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",6,0,0,P,0,0,-0.0001,8.5211,10.1144,12.7124,4.1805,13.4183,376.2520,2.8880,28.3431,58.8590,362.8300,6.0321,4.0419,82.4083,65.0072,6.4189,,4.5951,12.9512,8.3184,3.7470,10.3501,20.3464,6.6031,,5.0111,9.9849,4.9559,"","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,158.225,,157.676,,2022-02-25T21:20:18.464080Z,105.440,103.718,38.152,
21,0,7,7,0.4378,0.0333,7,22,1:01.4903,8,1:09.5198,12,36:59.8363,In Pit,False,0,0,12,Red,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",7,0,0,P,0,0,-0.0001,8.5272,10.1505,12.7319,4.1999,405.1210,415.6860,2.9071,28.1703,59.1520,10.5630,6.0456,4.5785,83.9597,61.6348,6.4467,,4.4664,12.7334,8.2670,3.7209,10.4072,20.3427,6.6307,,4.9103,9.9251,5.0148,"","","","","","","","","","","","","","","","","","","","","","","","","","","",22,21,850,157.101,,157.403,,2022-02-25T21:20:18.464080Z,105.382,93.211,35.030,
1,0,7,8,0.4829,0.0451,8,2,1:01.5354,9,1:04.6733,14,36:34.9391,In Pit,False,0,0,14,Red,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,"",8,0,0,P,0,0,-0.0001,8.4792,9.8180,12.6687,4.1856,13.4166,398.8380,2.8894,28.4298,58.6279,385.4220,6.0882,5.1626,82.8901,65.4103,6.4309,,4.5671,12.9962,8.3398,3.7167,10.3542,20.2961,6.6375,,4.9922,9.9419,4.9470,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,2022,158.042,,158.440,,2022-02-25T21:20:18.464080Z,105.305,100.196,41.331,
4,0,7,9,0.5561,0.0732,9,5,1:01.6086,6,1:03.8323,15,37:03.5262,In Pit,False,0,0,15,Red,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",9,0,0,P,0,0,-0.0001,8.4975,9.7154,12.6964,4.1989,330.5130,341.0660,2.8885,28.3273,58.9643,10.5539,5.9962,4.0302,72.2687,59.2984,6.4782,,4.5231,12.9213,8.3653,3.7597,10.4072,20.3475,6.6391,,4.9296,9.8920,4.9624,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5,148,254,157.494,,157.981,,2022-02-25T21:20:18.464080Z,105.180,101.516,43.714,
19,0,0,10,0.6107,0.0546,10,20,1:01.6632,14,10:43.2648,16,39:37.8667,Active,True,0,0,16,Green,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",9,0,0,P,1,15,1:01.5652,8.5564,10.2080,12.7683,4.2093,287.3450,297.9810,2.9055,28.4568,60.1692,10.6087,6.0645,4.0818,69.6819,60.7152,6.4596,,4.5337,12.9301,8.3519,3.7508,10.3862,20.3161,6.6119,,4.8969,9.9086,4.9922,8.7251,"",12.9839,4.2588,"","",2.9785,"","","",6.4296,"","","",6.7224,,4.6701,"","","","","","","","","","",20,3,2020,157.131,,157.131,154.783,2022-02-25T21:20:18.464080Z,105.087,10.074,43.602,105.254
11,0,0,11,0.6186,0.0079,11,12,1:01.6711,13,4:46.1220,17,39:55.2826,Active,True,0,0,17,Green,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",11,0,0,P,2,13,1:01.8708,8.5732,9.7457,12.8084,4.2151,218.3250,229.0030,2.9043,28.5214,58.9088,10.6024,6.1545,4.1221,74.7256,60.0348,6.4696,,4.6836,12.9513,8.2599,3.7205,10.3861,20.2602,6.6393,,4.9069,9.8741,4.9636,8.8523,"",13.1082,4.2559,"","",3.0119,"","","","","","","","","","","","","","","","","","","","",12,2,954,157.161,,157.646,,2022-02-25T21:20:18.464080Z,105.074,22.648,45.990,104.734
5,0,0,12,0.6742,0.0556,12,6,1:01.7267,8,1:02.5822,9,32:06.9619,Active,True,0,0,9,Green,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",11,0,0,P,3,8,1:02.0051,8.5939,10.2559,12.8407,4.2268,213.9540,224.4990,2.9156,28.5083,59.8456,10.5415,6.0591,4.2707,83.8440,61.4435,6.4439,,4.6596,13.0799,8.3787,3.7375,10.4352,20.3777,6.6623,,4.9393,9.9425,5.0012,8.7501,10.2559,"","",449.5220,460.0630,"","","",10.5415,"",4.2707,"","",7.8130,,5.5645,"","","","","","","","","","",6,24,963,156.500,,158.164,131.625,2022-02-25T21:20:18.464080Z,104.979,103.544,30.265,104.508
8,0,7,13,0.6742,0.0000,13,9,1:01.7267,11,1:03.6353,13,36:45.2866,In Pit,False,0,0,13,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",13,0,0,P,0,0,-0.0001,8.4532,10.1173,12.6814,4.2089,13.4134,369.5060,2.9090,28.4537,59.1883,356.0930,6.0688,4.2151,316.1170,63.7250,6.5054,,4.5248,12.9431,8.4047,3.7324,10.4259,20.4469,6.6830,,4.9918,10.0073,4.9845,"","","","","","","","","","","","","","","","","","","","","","","","","","","",9,25,2018,156.650,,156.171,,2022-02-25T21:20:18.464080Z,104.979,101.830,38.199,
14,0,0,14,0.6937,0.0195,14,15,1:01.7462,12,2:38.1099,14,39:33.1451,Active,True,0,0,14,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",14,0,0,P,8,3,1:07.1696,8.5230,10.3712,12.7464,4.2053,87.5199,98.1043,2.9030,28.5601,59.4028,10.5844,6.1132,4.4156,61.7353,62.1450,6.4878,,4.5772,13.0499,8.4484,3.7349,10.4243,20.4306,6.6778,,4.9842,9.9742,4.9900,9.0141,"",13.2612,4.2471,"","",2.9711,29.6328,"","",6.3331,"","","",6.6912,,4.8533,13.6374,8.7841,"","","","","","","","",15,139,580,156.980,,157.859,154.754,2022-02-25T21:20:18.464080Z,104.946,40.984,38.228,96.472
0,0,7,15,0.7049,0.0112,15,1,1:01.7574,7,1:08.2689,13,37:39.3558,In Pit,False,0,0,13,Red,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",15,0,0,P,0,0,-0.0001,8.4919,10.0184,12.7248,4.2244,13.4242,354.8660,2.9198,28.5322,59.0122,341.4420,6.0546,3.9563,382.4220,60.9225,6.4854,,4.5440,12.9873,8.4433,3.6979,10.3504,20.4616,6.6525,,5.0781,10.0792,5.0011,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,156.710,,156.800,,2022-02-25T21:20:18.464080Z,104.927,94.919,37.285,
23,0,7,16,0.7092,0.0043,16,24,1:01.7617,13,1:01.7617,13,36:09.0940,In Pit,False,0,0,13,Red,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",18,0,0,P,0,0,-0.0001,8.4725,11.1412,12.6851,4.2126,385.7290,396.4700,2.9100,28.5953,60.1625,10.7410,6.0046,3.9955,72.2802,61.1000,6.4564,,4.6132,13.0765,8.4047,3.7569,10.4400,20.3997,6.6675,,4.9007,9.8959,4.9873,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,157.282,,158.011,,2022-02-25T21:20:18.464080Z,104.919,104.919,38.836,
7,0,0,17,0.7222,0.0130,17,8,1:01.7747,7,1:07.4464,13,37:50.9783,Active,True,0,0,13,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",17,0,0,P,0,0,-0.0001,8.5541,10.0160,12.8077,4.2200,13.3360,131.6750,2.9235,28.5178,59.5185,117.9060,6.1349,4.0979,187.4940,59.1817,6.4818,,4.5622,12.9662,8.3793,3.7507,10.4090,20.4492,6.6364,,5.0096,10.0099,5.0003,8.6720,11.9109,"","",13.7692,131.6750,"","","",117.9060,"","","","","","","","","","","","","","","","","",8,25,326,157.041,,156.920,,2022-02-25T21:20:18.464080Z,104.897,96.076,37.094,
6,0,7,18,0.7234,0.0012,18,7,1:01.7759,14,1:01.7759,14,36:17.5838,In Pit,False,0,0,14,Red,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",20,0,0,P,0,0,-0.0001,8.4808,10.0764,12.7290,4.2320,13.4511,493.2510,2.9108,28.5818,59.1190,479.8000,6.1508,5.9763,82.4883,67.4757,6.4375,,4.6363,13.0464,8.4035,3.7678,10.4396,20.3554,6.6379,,4.9409,9.9071,4.9662,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,157.131,,157.131,,2022-02-25T21:20:18.464080Z,104.895,104.895,41.661,
3,0,7,19,0.7772,0.0538,19,4,1:01.8297,6,1:06.6270,10,37:27.5511,In Pit,False,0,0,10,Red,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",19,0,0,P,0,0,-0.0001,8.5861,10.7315,12.8177,4.2149,13.4132,548.9020,2.9103,28.5430,59.7435,535.3920,6.1723,4.2155,252.0230,61.5107,6.4277,,4.6361,13.0128,8.3643,3.7298,10.3933,20.3767,6.6635,,4.9906,9.9834,4.9701,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,157.071,,158.164,,2022-02-25T21:20:18.464080Z,104.804,97.258,28.831,
15,0,7,20,0.8100,0.0328,20,16,1:01.8625,7,1:01.9849,13,35:20.7532,In Pit,False,0,0,13,Red,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",19,0,0,P,0,0,-0.0001,8.5504,10.1054,12.7508,4.1860,13.3953,315.2860,2.8974,28.5246,59.2931,301.8910,6.1404,4.2898,81.8938,59.9726,6.3957,,4.5764,13.0586,8.4699,3.7665,10.3666,20.3580,6.5751,,5.0050,9.9734,4.9684,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,157.798,,158.470,,2022-02-25T21:20:18.464080Z,104.748,104.542,39.722,
2,0,1,21,1.1923,0.3823,21,3,1:02.2448,12,3:33.9290,18,40:13.3320,Active,True,0,0,18,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",21,0,0,P,0,0,-0.0001,8.6787,10.4909,12.8845,4.2029,140.2220,150.7940,2.8972,28.7585,60.3999,10.5715,6.2028,4.1191,79.6896,62.5706,6.5472,,4.5575,13.0795,8.4923,3.7619,10.3942,20.5557,6.6323,,5.0653,10.0915,5.0146,"",10.9939,"","",140.2220,150.7940,"","","",10.5715,"",4.1191,"","",8.4142,,6.7318,17.6103,10.8785,4.3228,11.4619,21.9979,7.1391,,5.4026,10.5360,5.1334,3,2,719,157.707,150.734,157.011,107.954,2022-02-25T21:20:18.464080Z,104.105,30.290,48.332,
25,0,0,22,1.3522,0.1599,22,26,1:02.4047,15,2:33.4166,19,39:41.7417,Active,True,0,0,19,Green,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",22,0,0,P,0,0,-0.0001,8.6739,9.9119,12.9266,4.2265,81.4237,92.0294,2.9171,28.8319,59.3294,10.5947,6.1426,3.8922,84.1733,60.6478,6.5154,,4.6898,13.1293,8.3944,3.7813,10.4603,20.5824,6.6720,,5.0298,10.0187,4.9889,8.8847,"",13.1248,4.2401,"","",2.9434,"","","",6.2571,"","","",6.5880,,4.9981,"","","","","","","","","","",26,146,2072,156.800,,156.920,155.696,2022-02-25T21:20:18.464080Z,103.838,42.238,51.693,
